Vertice, In, Out
(171308,0,16)
(171309,1,8)
(171310,3,5)
(171311,9,8)
(171312,1,2)
(171313,1,8)
(171314,1,5)
(171315,15,36)
(171316,144,63)
(171317,1,5)
(171318,4,10)
(171319,0,11)
(171320,1,36)
(171321,9,29)
(171322,3,2)
(171323,2,6)
(171324,15,10)
(171325,4,4)
(171326,0,1)
(171327,1,5)
(171328,1,3)
(171329,2,5)
(171330,1,10)
(171331,1,1)
(171332,4,16)
(171333,1,36)
(171334,19,13)
(171335,2,5)
(171336,7,52)
(171337,4,3)
(171338,3,3)
(171339,2,8)
(171340,2,1)
(171341,76,76)
(171342,5,11)
(171343,231,8)
(171344,2,4)
(171345,1,10)
(171346,3,3)
(171347,1,9)
(171348,2,5)
(171349,3,2)
(171350,3,4)
(171351,8,9)
(171352,3,5)
(171353,2,17)
(171354,2,6)
(171355,3,4)
(171356,2,5)
(171357,11,28)
(171358,9,27)
(171359,2,3)
(171360,7,6)
(171361,3,2)
(171362,2,6)
(171363,0,2)
(171364,1,2)
(171365,15,10)
(171366,2,6)
(171367,9,1)
(171368,2,3)
(171369,41,3)
(171370,0,11)
(171371,7,2)
(171372,1,4)
(171373,0,1)
(171374,3,2)
(171375,4,3)
(171376,3,30)
(171377,1,1)
(171378,3,3)
(171379,4,7)
(171380,7,7)
(171381,1,1)
(171382,2,36)
(171383,1,1)
(171384,1,8)
(171385,5,12)
(171386,2,4)
(171387,3,6)
(171388,1,2)
(171389,2,5)
(171390,37,18)
(171391,0,3)
(171392,2,2)
(171393,1,19)
(171394,23,20)
(171395,3,14)
(171396,22,19)
(171397,1,6)
(171398,5,15)
(171399,13,17)
(171400,0,1)
(171401,1,10)
(171402,3,7)
(171403,44,39)
(171404,2,1)
(171405,2,5)
(171406,1,6)
(171407,3,7)
(171408,4,6)
(171409,33,11)
(171410,1,1)
(171411,15,10)
(171412,3,3)
(171413,3,4)
(171414,2,3)
(171415,5,2)
(171416,4,2)
(171417,1,5)
(171418,1,1)
(171419,2,2)
(171420,2,2)
(171421,1,60)
(171422,1,4)
(171423,0,16)
(171424,10,6)
(171425,3,1)
(171426,11,20)
(171427,2,60)
(171428,1,2)
(171429,4,6)
(171430,10,2)
(171431,0,2)
(171432,5,7)
(171433,3,5)
(171434,1,2)
(171435,11,9)
(171436,3,5)
(171437,1,5)
(171438,23,20)
(171439,17,4)
(171440,3,10)
(171441,0,1)
(171442,2,4)
(171443,3,2)
(171444,3,6)
(171445,11,10)
(171446,13,10)
(171447,1,1)
(171448,9,10)
(171449,3,5)
(171450,5,6)
(171451,2,57)
(171452,1,5)
(171453,4,4)
(171454,2,2)
(171455,6,2)
(171456,4,4)
(171457,6,2)
(171458,3,4)
(171459,3,5)
(171460,2,5)
(171461,2,3)
(171462,5,7)
(171463,1,8)
(171464,0,6)
(171465,2,5)
(171466,2,2)
(171467,3,4)
(171468,2,2)
(171469,9,9)
(171470,15,10)
(171471,33,10)
(171472,2,3)
(171473,5,6)
(171474,2,3)
(171475,3,6)
(171476,2,4)
(171477,2,2)
(171478,5,1)
(171479,15,10)
(171480,4,4)
(171481,2,5)
(171482,1,2)
(171483,1,4)
(171484,24,6)
(171485,3,5)
(171486,2,5)
(171487,2,5)
(171488,1,8)
(171489,1,5)
(171490,11,20)
(171491,1,1)
(171492,2,5)
(171493,4,3)
(171494,2,2)
(171495,1,1)
(171496,1,2)
(171497,20,18)
(171498,1,6)
(171499,2,5)
(171500,5,22)
(171501,0,2)
(171502,3,4)
(171503,1,1)
(171504,3,5)
(171505,25,10)
(171506,2,6)
(171507,2,2)
(171508,15,10)
(171509,4,4)
(171510,2,2)
(171511,1,6)
(171512,15,10)
(171513,0,6)
(171514,23,20)
(171515,9,2)
(171516,2,5)
(171517,3,3)
(171518,1,1)
(171519,44,17)
(171520,6,2)
(171521,1,39)
(171522,1,36)
(171523,10,15)
(171524,1,3)
(171525,5,3)
(171526,1,1)
(171527,6,8)
(171528,53,18)
(171529,4,9)
(171530,14,19)
(171531,1,31)
(171532,1,2)
(171533,3,3)
(171534,4,14)
(171535,6,21)
(171536,6,2)
(171537,1,2)
(171538,7,7)
(171539,2,8)
(171540,3,3)
(171541,6,2)
(171542,0,16)
(171543,4,15)
(171544,3,3)
(171545,2,5)
(171546,6,13)
(171547,3,3)
(171548,2,5)
(171549,4,4)
(171550,1,1)
(171551,22,20)
(171552,2,2)
(171553,1,8)
(171554,2,5)
(171555,1,3)
(171556,2,9)
(171557,7,3)
(171558,6,2)
(171559,23,6)
(171560,2,2)
(171561,2,3)
(171562,0,1)
(171563,1,1)
(171564,15,35)
(171565,26,3)
(171566,4,4)
(171567,4,4)
(171568,2,2)
(171569,2,9)
(171570,4,7)
(171571,5,5)
(171572,23,20)
(171573,2,2)
(171574,2,1)
(171575,6,10)
(171576,1,6)
(171577,1,1)
(171578,2,2)
(171579,11,12)
(171580,1,1)
(171581,3,15)
(171582,2,30)
(171583,1,5)
(171584,3,5)
(171585,1,5)
(171586,1,1)
(171587,1,9)
(171588,7,3)
(171589,2,3)
(171590,3,4)
(171591,30,31)
(171592,1,10)
(171593,11,2)
(171594,1,17)
(171595,6,6)
(171596,2,4)
(171597,1,19)
(171598,2,5)
(171599,2,7)
(171600,2,10)
(171601,1,6)
(171602,3,5)
(171603,1,10)
(171604,23,20)
(171605,7,3)
(171606,3,3)
(171607,3,3)
(171608,9,8)
(171609,2,5)
(171610,1,1)
(171611,1,5)
(171612,0,8)
(171613,2,1)
(171614,1,4)
(171615,3,2)
(171616,3,3)
(171617,0,2)
(171618,2,5)
(171619,3,4)
(171620,1,1)
(171621,15,15)
(171622,1,3)
(171623,1,3)
(171624,12,12)
(171625,1,1)
(171626,1,1)
(171627,16,38)
(171628,2,8)
(171629,2,2)
(171630,7,3)
(171631,2,2)
(171632,2,5)
(171633,0,6)
(171634,3,4)
(171635,2,3)
(171636,8,3)
(171637,0,1)
(171638,0,4)
(171639,2,5)
(171640,3,5)
(171641,1,2)
(171642,23,20)
(171643,0,2)
(171644,4,7)
(171645,1,2)
(171646,1,1)
(171647,3,3)
(171648,3,3)
(171649,1,1)
(171650,13,33)
(171651,7,7)
(171652,2,3)
(171653,0,1)
(171654,1,10)
(171655,2,3)
(171656,7,24)
(171657,2,2)
(171658,1,3)
(171659,3,15)
(171660,2,4)
(171661,1,2)
(171662,2,3)
(171663,1,1)
(171664,2,4)
(171665,1,2)
(171666,2,2)
(171667,1,5)
(171668,3,6)
(171669,11,16)
(171670,1,4)
(171671,6,9)
(171672,11,6)
(171673,1,5)
(171674,44,26)
(171675,3,4)
(171676,674,62)
(171677,4,8)
(171678,4,4)
(171679,4,3)
(171680,3,3)
(171681,1,1)
(171682,2,3)
(171683,5,8)
(171684,3,5)
(171685,3,6)
(171686,4,3)
(171687,2,14)
(171688,3,5)
(171689,1,7)
(171690,4,4)
(171691,1,7)
(171692,14,7)
(171693,2,6)
(171694,2,9)
(171695,2,5)
(171696,3,2)
(171697,0,8)
(171698,1,4)
(171699,3,3)
(171700,3,5)
(171701,2,2)
(171702,1,19)
(171703,1,9)
(171704,4,6)
(171705,3,5)
(171706,1,5)
(171707,1,3)
(171708,1,1)
(171709,31,5)
(171710,1,1)
(171711,4,15)
(171712,3,6)
(171713,6,2)
(171714,2,2)
(171715,0,1)
(171716,0,1)
(171717,4,4)
(171718,2,13)
(171719,1,5)
(171720,2,2)
(171721,4,3)
(171722,0,1)
(171723,6,2)
(171724,8,33)
(171725,14,35)
(171726,3,2)
(171727,3,7)
(171728,2,8)
(171729,6,10)
(171730,3,3)
(171731,3,5)
(171732,1,4)
(171733,8,34)
(171734,2,4)
(171735,2,3)
(171736,7,3)
(171737,1,8)
(171738,4,8)
(171739,4,4)
(171740,4,10)
(171741,4,3)
(171742,2,5)
(171743,1,4)
(171744,0,1)
(171745,2,2)
(171746,3,4)
(171747,6,2)
(171748,6,12)
(171749,1,5)
(171750,3,3)
(171751,2,5)
(171752,5,3)
(171753,4,4)
(171754,3,5)
(171755,1,1)
(171756,5,3)
(171757,2,10)
(171758,1,5)
(171759,3,4)
(171760,0,1)
(171761,2,3)
(171762,1,7)
(171763,1,1)
(171764,6,21)
(171765,2,6)
(171766,2,2)
(171767,3,16)
(171768,3,7)
(171769,1,2)
(171770,1,5)
(171771,3,5)
(171772,7,6)
(171773,2,2)
(171774,8,11)
(171775,1,1)
(171776,3,5)
(171777,2,11)
(171778,1,17)
(171779,18,8)
(171780,2,1)
(171781,1,1)
(171782,2,1)
(171783,1,22)
(171784,40,4)
(171785,2,10)
(171786,2,6)
(171787,6,2)
(171788,7,4)
(171789,6,22)
(171790,1,10)
(171791,2,2)
(171792,2,2)
(171793,1,2)
(171794,2,2)
(171795,0,6)
(171796,1,1)
(171797,6,1)
(171798,4,3)
(171799,0,5)
(171800,2,6)
(171801,1,4)
(171802,1,1)
(171803,2,3)
(171804,6,10)
(171805,53,52)
(171806,5,8)
(171807,2,4)
(171808,2,3)
(171809,4,34)
(171810,9,13)
(171811,1,10)
(171812,2,3)
(171813,2,5)
(171814,6,2)
(171815,2,2)
(171816,6,2)
(171817,1,61)
(171818,2,6)
(171819,0,1)
(171820,3,3)
(171821,15,10)
(171822,4,6)
(171823,1,5)
(171824,5,2)
(171825,1,1)
(171826,8,28)
(171827,7,3)
(171828,3,3)
(171829,6,11)
(171830,0,1)
(171831,12,19)
(171832,2,5)
(171833,1,8)
(171834,3,7)
(171835,3,3)
(171836,13,3)
(171837,4,23)
(171838,1,1)
(171839,4,6)
(171840,5,8)
(171841,2,2)
(171842,3,3)
(171843,4,5)
(171844,2,3)
(171845,1,1)
(171846,4,3)
(171847,2,10)
(171848,2,16)
(171849,0,4)
(171850,3,5)
(171851,1,36)
(171852,4,5)
(171853,1,3)
(171854,2,3)
(171855,2,10)
(171856,3,6)
(171857,1,1)
(171858,1,7)
(171859,2,13)
(171860,4,6)
(171861,12,21)
(171862,1,14)
(171863,0,1)
(171864,3,5)
(171865,1,5)
(171866,13,33)
(171867,3,2)
(171868,1,1)
(171869,4,3)
(171870,1,1)
(171871,4,8)
(171872,6,5)
(171873,1,3)
(171874,1,6)
(171875,2,3)
(171876,1,2)
(171877,10,24)
(171878,0,15)
(171879,6,2)
(171880,3,2)
(171881,2,5)
(171882,2,5)
(171883,5,2)
(171884,2,2)
(171885,3,4)
(171886,7,7)
(171887,5,6)
(171888,1,7)
(171889,2,2)
(171890,1,2)
(171891,5,20)
(171892,0,7)
(171893,11,10)
(171894,22,28)
(171895,1,5)
(171896,2,3)
(171897,0,5)
(171898,2,10)
(171899,1,1)
(171900,2,5)
(171901,3,4)
(171902,0,7)
(171903,1,4)
(171904,2,6)
(171905,1,36)
(171906,2,6)
(171907,2,6)
(171908,3,5)
(171909,1,3)
(171910,4,5)
(171911,2,3)
(171912,4,3)
(171913,1,7)
(171914,45,31)
(171915,3,5)
(171916,2,1)
(171917,3,3)
(171918,27,47)
(171919,7,3)
(171920,0,6)
(171921,1,1)
(171922,2,5)
(171923,2,3)
(171924,1,2)
(171925,3,4)
(171926,0,1)
(171927,2,6)
(171928,2,6)
(171929,0,7)
(171930,1,17)
(171931,1,1)
(171932,1,5)
(171933,1,1)
(171934,2,5)
(171935,2,6)
(171936,1,1)
(171937,18,7)
(171938,1,1)
(171939,2,4)
(171940,6,2)
(171941,5,13)
(171942,1,10)
(171943,2,2)
(171944,2,2)
(171945,26,8)
(171946,11,14)
(171947,2,2)
(171948,16,28)
(171949,0,8)
(171950,9,9)
(171951,3,3)
(171952,3,5)
(171953,3,6)
(171954,3,2)
(171955,2,2)
(171956,1,1)
(171957,61,53)
(171958,4,3)
(171959,3,5)
(171960,0,1)
(171961,1,3)
(171962,14,10)
(171963,2,2)
(171964,25,4)
(171965,7,3)
(171966,1,8)
(171967,2,3)
(171968,1,2)
(171969,3,2)
(171970,1,5)
(171971,3,11)
(171972,3,2)
(171973,1,2)
(171974,5,7)
(171975,3,4)
(171976,0,3)
(171977,22,12)
(171978,1,1)
(171979,0,2)
(171980,2,1)
(171981,2,6)
(171982,2,3)
(171983,2,6)
(171984,3,4)
(171985,3,4)
(171986,4,7)
(171987,3,2)
(171988,3,9)
(171989,15,10)
(171990,2,2)
(171991,15,10)
(171992,1,8)
(171993,2,2)
(171994,0,1)
(171995,1,2)
(171996,2,2)
(171997,2,6)
(171998,1,5)
(171999,7,1)
(172000,17,20)
(172001,1,7)
(172002,3,2)
(172003,3,7)
(172004,2,5)
(172005,24,25)
(172006,6,5)
(172007,4,11)
(172008,3,7)
(172009,18,5)
(172010,3,3)
(172011,12,29)
(172012,87,37)
(172013,1,1)
(172014,2,5)
(172015,4,11)
(172016,1,20)
(172017,2,36)
(172018,2,9)
(172019,2,1)
(172020,1,6)
(172021,0,1)
(172022,15,35)
(172023,3,5)
(172024,4,1)
(172025,3,4)
(172026,1,1)
(172027,18,1)
(172028,1,5)
(172029,1,6)
(172030,1,2)
(172031,2,5)
(172032,14,14)
(172033,7,23)
(172034,3,5)
(172035,5,6)
(172036,0,6)
(172037,4,3)
(172038,1,1)
(172039,2,2)
(172040,0,2)
(172041,3,2)
(172042,2,5)
(172043,3,3)
(172044,2,6)
(172045,1,10)
(172046,0,1)
(172047,3,4)
(172048,1,36)
(172049,0,6)
(172050,5,9)
(172051,3,7)
(172052,1,1)
(172053,2,5)
(172054,4,11)
(172055,4,2)
(172056,1,2)
(172057,2,4)
(172058,7,7)
(172059,1,3)
(172060,2,2)
(172061,3,3)
(172062,2,10)
(172063,2,6)
(172064,6,11)
(172065,3,4)
(172066,4,5)
(172067,2,5)
(172068,2,3)
(172069,2,1)
(172070,1,35)
(172071,3,3)
(172072,17,3)
(172073,1,14)
(172074,3,5)
(172075,1,2)
(172076,2,1)
(172077,2,6)
(172078,11,20)
(172079,0,6)
(172080,15,10)
(172081,3,7)
(172082,15,10)
(172083,24,10)
(172084,1,10)
(172085,1,16)
(172086,3,3)
(172087,2,4)
(172088,1,8)
(172089,2,12)
(172090,3,3)
(172091,4,4)
(172092,8,10)
(172093,5,2)
(172094,1,1)
(172095,2,3)
(172096,2,5)
(172097,1,9)
(172098,5,8)
(172099,2,3)
(172100,11,4)
(172101,3,3)
(172102,6,6)
(172103,2,5)
(172104,5,6)
(172105,3,2)
(172106,2,2)
(172107,4,4)
(172108,8,2)
(172109,2,2)
(172110,10,10)
(172111,1,3)
(172112,0,1)
(172113,0,2)
(172114,1,2)
(172115,2,2)
(172116,1,1)
(172117,1,1)
(172118,4,4)
(172119,1,7)
(172120,2,1)
(172121,1,19)
(172122,4,16)
(172123,1,3)
(172124,27,27)
(172125,1,1)
(172126,1,24)
(172127,2,3)
(172128,1,18)
(172129,2,12)
(172130,3,14)
(172131,3,5)
(172132,3,5)
(172133,2,10)
(172134,2,3)
(172135,4,5)
(172136,2,5)
(172137,2,3)
(172138,2,10)
(172139,5,6)
(172140,1,55)
(172141,2,4)
(172142,9,26)
(172143,2,2)
(172144,3,2)
(172145,9,28)
(172146,3,5)
(172147,3,2)
(172148,1,1)
(172149,2,5)
(172150,3,5)
(172151,13,18)
(172152,2,2)
(172153,5,33)
(172154,2,10)
(172155,2,4)
(172156,0,16)
(172157,0,6)
(172158,6,2)
(172159,2,2)
(172160,5,4)
(172161,3,2)
(172162,1,2)
(172163,3,4)
(172164,4,6)
(172165,12,2)
(172166,4,6)
(172167,2,3)
(172168,4,3)
(172169,2,39)
(172170,0,7)
(172171,4,8)
(172172,2,3)
(172173,3,2)
(172174,0,8)
(172175,5,2)
(172176,4,4)
(172177,1,6)
(172178,1,8)
(172179,2,6)
(172180,1,5)
(172181,1,22)
(172182,2,5)
(172183,1,26)
(172184,2,36)
(172185,6,5)
(172186,4,3)
(172187,2,10)
(172188,4,8)
(172189,1,35)
(172190,10,3)
(172191,6,2)
(172192,6,7)
(172193,2,1)
(172194,3,7)
(172195,2,2)
(172196,1,1)
(172197,1,10)
(172198,1,1)
(172199,2,1)
(172200,8,33)
(172201,4,4)
(172202,1,8)
(172203,4,3)
(172204,13,7)
(172205,4,5)
(172206,2,10)
(172207,2,2)
(172208,19,17)
(172209,3,1)
(172210,5,4)
(172211,3,5)
(172212,1,1)
(172213,2,3)
(172214,5,2)
(172215,3,5)
(172216,7,1)
(172217,100,100)
(172218,3,5)
(172219,5,8)
(172220,1,3)
(172221,1,18)
(172222,1,4)
(172223,15,36)
(172224,3,6)
(172225,34,40)
(172226,12,5)
(172227,2,2)
(172228,2,5)
(172229,1,5)
(172230,2,6)
(172231,52,4)
(172232,1,5)
(172233,3,4)
(172234,3,3)
(172235,4,31)
(172236,23,20)
(172237,2,10)
(172238,10,40)
(172239,3,3)
(172240,11,6)
(172241,2,1)
(172242,1,5)
(172243,5,7)
(172244,3,4)
(172245,2,1)
(172246,1,7)
(172247,2,6)
(172248,1,5)
(172249,2,2)
(172250,3,2)
(172251,1,1)
(172252,2,5)
(172253,3,2)
(172254,2,1)
(172255,9,4)
(172256,1,5)
(172257,4,3)
(172258,3,6)
(172259,3,3)
(172260,1,2)
(172261,1,1)
(172262,2,10)
(172263,2,5)
(172264,2,3)
(172265,5,2)
(172266,2,3)
(172267,1,6)
(172268,2,5)
(172269,1,4)
(172270,5,6)
(172271,2,3)
(172272,0,1)
(172273,28,4)
(172274,9,15)
(172275,2,5)
(172276,0,2)
(172277,5,5)
(172278,1,1)
(172279,4,3)
(172280,2,3)
(172281,3,17)
(172282,1,2)
(172283,0,16)
(172284,35,52)
(172285,2,5)
(172286,1,5)
(172287,1,1)
(172288,4,2)
(172289,4,3)
(172290,2,3)
(172291,2,0)
(172292,1,5)
(172293,2,3)
(172294,15,32)
(172295,11,15)
(172296,3,4)
(172297,2,5)
(172298,4,6)
(172299,1,4)
(172300,4,4)
(172301,2,4)
(172302,6,18)
(172303,3,4)
(172304,16,9)
(172305,27,6)
(172306,5,20)
(172307,3,1)
(172308,2,4)
(172309,22,20)
(172310,2,5)
(172311,15,12)
(172312,4,4)
(172313,0,1)
(172314,2,4)
(172315,3,5)
(172316,2,10)
(172317,5,3)
(172318,3,5)
(172319,3,2)
(172320,4,3)
(172321,6,1)
(172322,6,14)
(172323,2,3)
(172324,1,56)
(172325,2,10)
(172326,3,3)
(172327,4,6)
(172328,2,3)
(172329,3,23)
(172330,1,1)
(172331,2,1)
(172332,3,4)
(172333,1,10)
(172334,1,36)
(172335,7,7)
(172336,3,2)
(172337,10,19)
(172338,2,2)
(172339,1,1)
(172340,1,5)
(172341,6,22)
(172342,1,2)
(172343,0,16)
(172344,0,1)
(172345,0,1)
(172346,12,28)
(172347,2,7)
(172348,2,6)
(172349,0,2)
(172350,1,1)
(172351,3,6)
(172352,2,5)
(172353,2,6)
(172354,6,3)
(172355,12,2)
(172356,3,3)
(172357,2,5)
(172358,1,18)
(172359,1,8)
(172360,1,4)
(172361,25,9)
(172362,9,12)
(172363,4,11)
(172364,2,5)
(172365,0,1)
(172366,1,5)
(172367,24,10)
(172368,0,7)
(172369,15,36)
(172370,2,6)
(172371,2,2)
(172372,3,7)
(172373,3,8)
(172374,1,36)
(172375,2,5)
(172376,2,7)
(172377,4,3)
(172378,1,4)
(172379,3,6)
(172380,22,19)
(172381,4,18)
(172382,1,10)
(172383,3,6)
(172384,0,3)
(172385,4,6)
(172386,1,11)
(172387,5,9)
(172388,5,3)
(172389,1,1)
(172390,2,2)
(172391,1,1)
(172392,3,5)
(172393,3,4)
(172394,4,7)
(172395,0,1)
(172396,2,3)
(172397,2,5)
(172398,1,5)
(172399,3,4)
(172400,3,16)
(172401,6,4)
(172402,1,2)
(172403,18,31)
(172404,1,1)
(172405,2,10)
(172406,3,6)
(172407,0,1)
(172408,11,20)
(172409,1,1)
(172410,5,11)
(172411,5,2)
(172412,6,16)
(172413,2,5)
(172414,4,5)
(172415,1,10)
(172416,1,5)
(172417,23,20)
(172418,1,4)
(172419,3,4)
(172420,8,12)
(172421,37,31)
(172422,1,1)
(172423,0,1)
(172424,2,3)
(172425,4,3)
(172426,7,4)
(172427,6,2)
(172428,1,3)
(172429,3,4)
(172430,1,8)
(172431,6,4)
(172432,32,17)
(172433,6,2)
(172434,4,7)
(172435,10,15)
(172436,2,4)
(172437,2,2)
(172438,4,6)
(172439,6,2)
(172440,1,2)
(172441,2,2)
(172442,1,2)
(172443,3,5)
(172444,1,3)
(172445,0,16)
(172446,3,5)
(172447,5,1)
(172448,2,18)
(172449,3,7)
(172450,1,4)
(172451,2,60)
(172452,0,6)
(172453,3,9)
(172454,5,3)
(172455,1,6)
(172456,5,11)
(172457,3,2)
(172458,1,2)
(172459,3,4)
(172460,10,10)
(172461,2,3)
(172462,3,5)
(172463,1,2)
(172464,6,16)
(172465,0,11)
(172466,1,5)
(172467,2,2)
(172468,5,16)
(172469,3,2)
(172470,1,49)
(172471,2,4)
(172472,1,5)
(172473,5,2)
(172474,11,17)
(172475,4,3)
(172476,1,5)
(172477,1,9)
(172478,12,11)
(172479,2,4)
(172480,11,20)
(172481,3,3)
(172482,2,10)
(172483,0,1)
(172484,1,10)
(172485,2,14)
(172486,0,6)
(172487,2,5)
(172488,3,5)
(172489,2,1)
(172490,1,1)
(172491,4,4)
(172492,1,1)
(172493,9,15)
(172494,1,10)
(172495,1,16)
(172496,0,13)
(172497,2,2)
(172498,1,1)
(172499,1,6)
(172500,4,3)
(172501,3,6)
(172502,2,2)
(172503,2,8)
(172504,0,2)
(172505,10,26)
(172506,3,5)
(172507,0,16)
(172508,4,6)
(172509,1,5)
(172510,2,5)
(172511,4,7)
(172512,2,1)
(172513,6,4)
(172514,0,1)
(172515,2,5)
(172516,0,15)
(172517,3,6)
(172518,2,1)
(172519,2,5)
(172520,6,2)
(172521,6,14)
(172522,7,4)
(172523,3,5)
(172524,1,1)
(172525,3,6)
(172526,24,34)
(172527,2,2)
(172528,4,10)
(172529,3,6)
(172530,1,10)
(172531,2,3)
(172532,1,10)
(172533,1,1)
(172534,2,4)
(172535,3,5)
(172536,2,10)
(172537,2,10)
(172538,2,5)
(172539,1,1)
(172540,1,5)
(172541,5,11)
(172542,8,26)
(172543,2,6)
(172544,1,5)
(172545,2,2)
(172546,2,3)
(172547,4,2)
(172548,3,7)
(172549,0,2)
(172550,1,5)
(172551,3,3)
(172552,0,2)
(172553,1,1)
(172554,5,2)
(172555,1,4)
(172556,2,4)
(172557,6,2)
(172558,1,4)
(172559,10,10)
(172560,1,48)
(172561,2,2)
(172562,8,8)
(172563,1,2)
(172564,1,5)
(172565,1,2)
(172566,3,6)
(172567,4,3)
(172568,1,5)
(172569,421,51)
(172570,1,5)
(172571,3,5)
(172572,1,17)
(172573,0,7)
(172574,0,42)
(172575,3,2)
(172576,4,3)
(172577,0,13)
(172578,3,2)
(172579,4,6)
(172580,1,1)
(172581,2,7)
(172582,1,2)
(172583,1,1)
(172584,3,4)
(172585,2,3)
(172586,3,4)
(172587,1,1)
(172588,1,15)
(172589,3,5)
(172590,3,4)
(172591,3,2)
(172592,2,3)
(172593,0,2)
(172594,2,10)
(172595,2,2)
(172596,2,3)
(172597,4,8)
(172598,1,5)
(172599,1,10)
(172600,1,1)
(172601,27,28)
(172602,1,19)
(172603,3,3)
(172604,4,6)
(172605,159,46)
(172606,3,16)
(172607,24,34)
(172608,5,8)
(172609,13,26)
(172610,1,10)
(172611,1,17)
(172612,0,2)
(172613,3,5)
(172614,1,7)
(172615,2,2)
(172616,2,2)
(172617,6,9)
(172618,1,12)
(172619,2,5)
(172620,1,19)
(172621,2,5)
(172622,1,8)
(172623,15,10)
(172624,1,5)
(172625,5,6)
(172626,1,7)
(172627,1,8)
(172628,28,27)
(172629,23,1)
(172630,1,1)
(172631,3,2)
(172632,2,7)
(172633,3,6)
(172634,1,2)
(172635,5,8)
(172636,14,10)
(172637,2,3)
(172638,2,3)
(172639,3,2)
(172640,1,1)
(172641,3,4)
(172642,1,1)
(172643,2,7)
(172644,2,5)
(172645,26,35)
(172646,6,12)
(172647,3,6)
(172648,7,6)
(172649,7,5)
(172650,0,8)
(172651,5,24)
(172652,3,5)
(172653,4,7)
(172654,3,11)
(172655,3,2)
(172656,2,5)
(172657,2,8)
(172658,1,19)
(172659,14,3)
(172660,2,6)
(172661,2,6)
(172662,2,3)
(172663,1,3)
(172664,3,2)
(172665,37,5)
(172666,3,2)
(172667,23,18)
(172668,2,16)
(172669,2,3)
(172670,25,10)
(172671,2,6)
(172672,3,5)
(172673,3,4)
(172674,10,2)
(172675,3,4)
(172676,1,1)
(172677,3,2)
(172678,13,5)
(172679,2,2)
(172680,1,5)
(172681,4,4)
(172682,1,8)
(172683,3,7)
(172684,2,2)
(172685,6,10)
(172686,0,6)
(172687,1,10)
(172688,3,3)
(172689,2,10)
(172690,3,6)
(172691,4,1)
(172692,2,5)
(172693,1,5)
(172694,1,1)
(172695,5,6)
(172696,9,9)
(172697,3,2)
(172698,1,18)
(172699,3,4)
(172700,1,10)
(172701,8,33)
(172702,2,35)
(172703,0,6)
(172704,1,11)
(172705,3,2)
(172706,0,6)
(172707,0,7)
(172708,42,10)
(172709,4,5)
(172710,25,24)
(172711,5,2)
(172712,6,1)
(172713,1,3)
(172714,2,2)
(172715,3,4)
(172716,1,7)
(172717,1,19)
(172718,0,1)
(172719,9,24)
(172720,2,3)
(172721,4,6)
(172722,7,7)
(172723,11,20)
(172724,5,19)
(172725,2,3)
(172726,3,4)
(172727,3,4)
(172728,6,8)
(172729,15,10)
(172730,1,7)
(172731,7,7)
(172732,6,2)
(172733,1,1)
(172734,1,1)
(172735,9,5)
(172736,3,4)
(172737,1,3)
(172738,2,2)
(172739,1,18)
(172740,2,2)
(172741,0,4)
(172742,0,1)
(172743,1,7)
(172744,2,2)
(172745,9,12)
(172746,1,36)
(172747,0,36)
(172748,0,7)
(172749,5,4)
(172750,2,4)
(172751,0,3)
(172752,1,5)
(172753,14,5)
(172754,4,5)
(172755,0,1)
(172756,10,2)
(172757,3,6)
(172758,4,3)
(172759,1,1)
(172760,16,16)
(172761,4,5)
(172762,4,4)
(172763,45,13)
(172764,1,2)
(172765,1,1)
(172766,2,3)
(172767,2,5)
(172768,3,4)
(172769,4,4)
(172770,3,5)
(172771,1,8)
(172772,2,6)
(172773,1,1)
(172774,2,2)
(172775,10,4)
(172776,6,2)
(172777,2,3)
(172778,1,11)
(172779,3,7)
(172780,2,5)
(172781,4,8)
(172782,1,5)
(172783,1,19)
(172784,2,10)
(172785,6,10)
(172786,2,5)
(172787,5,4)
(172788,5,3)
(172789,3,3)
(172790,1,3)
(172791,9,21)
(172792,2,6)
(172793,6,10)
(172794,1,2)
(172795,7,2)
(172796,1,2)
(172797,23,20)
(172798,2,3)
(172799,3,4)
(172800,2,16)
(172801,2,3)
(172802,3,4)
(172803,0,1)
(172804,3,6)
(172805,0,78)
(172806,3,2)
(172807,2,3)
(172808,3,5)
(172809,10,2)
(172810,3,5)
(172811,1,15)
(172812,3,5)
(172813,3,5)
(172814,6,14)
(172815,4,31)
(172816,11,7)
(172817,1,1)
(172818,3,5)
(172819,1,2)
(172820,7,2)
(172821,1,1)
(172822,1,2)
(172823,23,20)
(172824,1,30)
(172825,3,2)
(172826,1,2)
(172827,2,1)
(172828,2,2)
(172829,3,10)
(172830,4,5)
(172831,3,1)
(172832,2,14)
(172833,1,1)
(172834,1,7)
(172835,1,2)
(172836,1,1)
(172837,23,20)
(172838,5,7)
(172839,2,9)
(172840,1,12)
(172841,2,4)
(172842,0,1)
(172843,15,10)
(172844,3,5)
(172845,2,5)
(172846,2,5)
(172847,5,6)
(172848,201,13)
(172849,2,3)
(172850,3,5)
(172851,6,14)
(172852,2,6)
(172853,1,1)
(172854,7,20)
(172855,1,18)
(172856,7,5)
(172857,3,4)
(172858,0,1)
(172859,2,2)
(172860,0,53)
(172861,2,3)
